text,label
madeleine albright unleashes blistering attack trump foreign policy speech tweet,fake
breaking cruz name carly fiorina vp running mate,fake
hillary nail response trump accusation playing woman card video,fake
clinton supporter claim credit multiple bernie facebook group taken image,fake
woman want control texas education think preschool make kid gay image,fake
ninetyyearold senator find love time man,fake
joe biden im part party say well cant,fake
costa mesa official dont make enough live get,fake
curt schilling double transgender hate facebook add racism image,fake
world building turn purple honor prince tweet,fake
trump said transgender people make republican furious video,fake
espn fired curt schilling despicable facebook post image,fake
fox uncle tom sheriff hillary hot sauce love racist black video,fake
bernie sander comfort frustrated voter shred new york closed primary video,fake
kasich loses reporter asks win kinda hilarious video,fake
baseball player called obama fcking watermelon eatin baboon wont punished imagesvideo,fake
god gay snl destroys religious freedom law hilarious mock film promo video,fake
watch hillary clinton gave perfect response trump childish insult,fake
satanic giant built stonehenge thing creationists video,fake
former apprentice contestant unite trump issue brutal statement,fake
hillary slam cnn ignoring one important issue election video,fake
bernie sander wife shut supporter disrespect hillary clinton videotweets,fake
republican leader activist plan back thirdparty candidate trump nominated,fake
major corporation leaf south carolina republican introduces antilgbt bill,fake
scarborough shred last bit credibility floating insane obama conspiracy theory video,fake
gop senator loses sht twitter trump colorado temper tantrum tweet,fake
christian author rant woman masturbate going hell,fake
report turn trump charity giving free golf business friend,fake
bernie criticizes israel disproportionate slaughter palestinian civilian video,fake
donald trump visited museum pssed everyone imagestweets,fake
bill maher announces sarah palin becoming rapper video proof video,fake
violent right winger threaten murder trans people using bathroom image,fake
president obama hillary clinton undoubtedly qualified president,fake
ivanka trumpbranded cheapo scarf recalled easily burst flame,fake
watch new yorkers send donald trump powerful message american need hear,fake
gop civil war coming rnc chair accidentally spoke truth nomination process,fake
tennessee republican pas bill make bible state official book,fake
hotel worker smashed trump massive victory,fake
watch justin timberlake made joke trump everyone need hear,fake
protester bring foot long joint white house demanding marijuana rescheduled video,fake
snl hilariously mock one trump biggest supporter opening video,fake
reporter get bush cia director admit waterboarding torture using clever trick video,fake
maine gop governor hold state senate hostage personal grudge,fake
watch gay man beaten lunatic see kiss partner,fake
accurate political scientist released election map republican hate,fake
ted cruz make stunning confession jimmy kimmel video,fake
conservative frothing mouth disney war christianity,fake
watch cnn anchor put trump place live tv video,fake
doj tell cop go ahead start stealing money tv public,fake
secret service killed fun open carry gop convention,fake
ted cruz say he innocent sex scandal lie detecting expert say he lying video,fake
california democrat raise minimum wage state hour,fake
rick scott amped war woman florida,fake
map explains gop panic dems headed epic landslide win tweet,fake
elizabeth warren tear trump apart praise dem candidate,fake
exclusive interview progressive superstar running congress zephyr teachout,fake
republican outrageously slander hillary calling founding member isi video,fake
florida judge blame rape victim attending music festival,fake
bernie sander absolutely crush trump barbaric rhetoric jimmy kimmel video,fake
christian mom thought good idea put hateful rap song internet video,fake
donald trump despicable response brussels bombing prof unfit president videotweets,fake
trump carson dancing serenaded easily awkward thing ever video,fake
watch glenn beck bizarre ritual child campaign rally,fake
watch protester behead effigy donald trump kick severed head,fake
scientist measure trump grammar find he level infamously dense former president,fake
republican gave honest response ever letter one constituent,fake
alabama gop bill would ban poor people food stamp car,fake
update anonymous release data first attack doxxing trump promise come video,fake
